"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tma7",3.83158823236419e-36,0.256598883949462,0.556,0.331,9.74066360431625e-32
"Cdk6",3.87710144315833e-36,0.290917172833335,0.231,0.082,9.8563672887971e-32
"2010300C02Rik",4.35327908659624e-36,0.371539552865436,0.847,0.709,1.1066906093945e-31
"Pebp1",5.13291386119611e-36,0.260929814812095,0.72,0.494,1.30488936179328e-31
"Fubp1",6.85428453462718e-36,0.254284000298652,0.939,0.843,1.74249621439292e-31
"Zfp871",1.17976550812623e-35,0.253651869335962,0.736,0.512,2.99919987475851e-31
"1700008O03Rik",3.36290808508057e-35,0.259828002028408,0.251,0.096,8.54918493389183e-31
"Sorbs2",3.5643152550387e-35,0.525227906698311,0.938,0.963,9.06120224135938e-31
"Gm16183",3.57350563295398e-35,0.283194314874316,0.674,0.448,9.08456602009561e-31
"Gnas",3.60733691736091e-35,0.280924796339652,0.888,0.748,9.17057191131492e-31
"Grk5",4.71981159025336e-35,0.275689912613882,0.429,0.233,1.19987050247421e-30
"Gpc5",4.80792264137782e-35,0.782888125557517,0.393,0.218,1.22227009389107e-30
"Sap18",6.44695369477385e-35,0.254731389120838,0.331,0.152,1.63894456828541e-30
"Htr4",7.3022828099587e-35,0.367440074008298,0.213,0.072,1.8563863359477e-30
"Nrg3os",7.31619849746901e-35,0.288683720581001,0.984,0.947,1.85992398202657e-30
"Onecut2",1.77943332815208e-34,0.271236471773473,0.217,0.075,4.52367540682822e-30
"Slc39a11",1.90267742452071e-34,0.898275550019044,0.395,0.223,4.83698654861654e-30
"Map4k4",2.17794916551226e-34,0.312908455334005,0.729,0.528,5.53678236856526e-30
"Hnrnpll",2.39021128235156e-34,0.354896067041662,0.797,0.608,6.07639512199414e-30
"Ensa",2.3946044784952e-34,0.297020796671036,0.701,0.495,6.08756350523051e-30
"Ahcyl1",2.79437708279448e-34,0.251303258354809,0.827,0.629,7.10386541988012e-30
"Ccnl2",3.29036783955856e-34,0.265116498131578,0.813,0.612,8.36477312172576e-30
"Slc38a1",3.41223815216944e-34,0.322598112933651,0.695,0.491,8.67459183044515e-30
"Cul3",3.4289790926381e-34,0.316378014981563,0.794,0.623,8.71715064930458e-30
"Hipk2",5.34286287863683e-34,0.299174882744127,0.672,0.463,1.35826260100705e-29
"Rnf19a",9.60688365581421e-34,0.328959173227623,0.648,0.455,2.44226196298109e-29
"Pde10a",1.09299378919181e-33,0.330142654797883,0.981,0.983,2.77860881088343e-29
"Ypel3",1.31596005343498e-33,0.315042107673553,0.614,0.408,3.3454336478424e-29
"Capn15",1.60765099253519e-33,0.286659819560524,0.674,0.462,4.08697035322297e-29
"Rab14",1.94394493973767e-33,0.261209867238452,0.804,0.596,4.94189682580111e-29
"Gm35188",2.01542257285222e-33,0.535669829241737,0.779,0.644,5.12360726470492e-29
"Gm26911",2.72120005826145e-33,0.333299641313475,0.419,0.239,6.91783478811226e-29
"Lrrc4",2.9379003131241e-33,0.31764579030483,0.85,0.71,7.4687301760241e-29
"Nell1os",3.50823924013069e-33,0.289158117512313,0.301,0.137,8.91864579626025e-29
"Gfra2",4.00106801081482e-33,0.356416994393623,0.564,0.358,1.01715150970934e-28
"Gfra1",7.42666948662379e-33,0.266933549040648,0.184,0.055,1.8880079168895e-28
"Gm16189",1.47421860011558e-32,0.486726507891932,0.43,0.248,3.74775852521382e-28
"Pias2",2.5040727589918e-32,0.281191968724379,0.883,0.739,6.36585376790895e-28
"Scn1b",3.64321097464109e-32,0.268375103069513,0.678,0.471,9.26177093973257e-28
"Dnah9",3.74155103988112e-32,0.327624822387695,0.319,0.158,9.51177105358579e-28
"Tex2",4.74908100172514e-32,0.258665783452977,0.623,0.409,1.20731137225856e-27
"Ppfia2",8.11000417106611e-32,0.324266942449728,0.982,0.955,2.06172526036843e-27
"Fmr1",8.6229048430083e-32,0.285557035834461,0.601,0.394,2.19211486918957e-27
"Nfasc",1.1682035364815e-31,0.25116319045325,0.934,0.829,2.96980703044326e-27
"Vapa",1.53953150478289e-31,0.274827794989165,0.777,0.572,3.91379699145907e-27
"Rab3gap2",1.55133280621818e-31,0.261236581997711,0.828,0.629,3.94379825996785e-27
"4930414F18Rik",1.77792356053559e-31,0.386765262027713,0.125,0.024,4.51983727559359e-27
"Srrm4os",1.92929784988467e-31,0.250216582898946,0.5,0.295,4.9046609939768e-27
"Elavl4",2.27986183303086e-31,0.357163861936048,0.825,0.663,5.79586475193104e-27
"C730034F03Rik",3.89741704721615e-31,0.591108270181182,0.243,0.107,9.90801361743291e-27
"Rab15",1.88706354701725e-30,0.252912778432297,0.654,0.453,4.79729294922726e-26
"Sdk1",2.45570184606333e-30,0.544635873564829,0.629,0.458,6.2428852330622e-26
"Ago2",2.95412775247083e-30,0.272400460590435,0.69,0.49,7.50998357233134e-26
"Caln1",3.97806345689485e-30,0.593730653853565,0.888,0.764,1.01130329201181e-25
"Stard13",1.47953671999245e-29,0.309745483501098,0.148,0.04,3.76127824956482e-25
"Odf2",1.55970442729021e-29,0.278181992644303,0.848,0.687,3.96508059505718e-25
"Tshz3",1.6731459235203e-29,0.361320574436454,0.856,0.733,4.2534715667733e-25
"Sgk1",2.83234354152603e-29,0.446266487353112,0.714,0.568,7.20038375126748e-25
"Gm20642",3.41289232889281e-29,0.280269349522936,0.978,0.934,8.6762548785113e-25
"E330009J07Rik",5.47356738096317e-29,0.303332219182782,0.565,0.38,1.39149029958846e-24
"Nell1",7.41963780737461e-29,0.637539051594519,0.639,0.481,1.88622032339077e-24
"H3f3b",7.96739109029883e-29,0.313850021963034,0.679,0.491,2.02547016297577e-24
"Arl15",8.10679757558089e-29,0.624499621718417,0.913,0.869,2.06091007966417e-24
"Hecw1",1.00149927994821e-28,0.502985942983197,0.955,0.954,2.54601146948435e-24
"Fat1",1.02288648615207e-28,0.30473858439135,0.276,0.131,2.60038202509579e-24
"Map7d2",1.28482002920436e-28,0.266814497899547,0.82,0.646,3.26626947824333e-24
"Plekha5",1.96664880776543e-28,0.299967643800998,0.954,0.935,4.99961459910127e-24
"Hgf",2.33316663499709e-28,0.362771125829697,0.265,0.123,5.93137621948961e-24
"Kcnq2",2.63605446147718e-28,0.250180334386566,0.896,0.781,6.70137765196728e-24
"Zmiz1os1",3.71576638137631e-28,0.272406443735909,0.557,0.358,9.44622129473485e-24
"Fer",1.22584637546558e-27,0.357034203136579,0.8,0.646,3.1163466557086e-23
"Klhl7",1.54352119973657e-27,0.299669202911528,0.826,0.667,3.92393959397032e-23
"Elavl2",1.63248944193191e-27,0.381899483866556,0.753,0.603,4.15011465927931e-23
"Cyfip2",1.71740367787759e-27,0.291566208727263,0.946,0.856,4.36598362990042e-23
"4930473D10Rik",1.76754107074932e-27,0.263480151069005,0.321,0.164,4.49344291005892e-23
"Rap1gap",1.92960680372011e-27,0.283027438176874,0.768,0.579,4.90544641641726e-23
"Gap43",2.00927364044445e-27,0.415478342929135,0.686,0.537,5.10797544873787e-23
"Hs6st2",6.63460845829789e-27,0.658105246274543,0.557,0.428,1.68665016226849e-22
"Gnai1",8.28923652340028e-27,0.27434542819048,0.707,0.551,2.10728970897882e-22
"Fhod3",9.06949116325058e-27,0.39106972786859,0.826,0.756,2.30564604352156e-22
"Fyn",3.00856355375941e-26,0.317541739435722,0.789,0.645,7.64837026636717e-22
"A530046M15Rik",4.70918172977523e-26,0.665178185175596,0.335,0.193,1.19716817934346e-21
"Cpe",5.37181262582821e-26,0.254747685334757,0.963,0.903,1.36562220573805e-21
"Smyd3",6.17298775112934e-26,0.3946868909603,0.917,0.833,1.5692969460921e-21
"Col11a1",6.19138463624422e-26,0.290743560371686,0.212,0.089,1.573973802226e-21
"Rab3c",6.70437071533064e-26,0.414669210108304,0.743,0.622,1.70438512325136e-21
"Calm2",8.36486812736461e-26,0.355224929984208,0.954,0.914,2.12651677533863e-21
"Ptn",8.79482183271378e-25,0.463575651502668,0.719,0.643,2.2358196063125e-20
"Astn2",2.06224183605369e-24,0.418486417502715,0.913,0.848,5.2426311956157e-20
"Nrp2",5.17845991746812e-24,0.292983525264741,0.426,0.269,1.31646808021875e-19
"Mlip",1.05369728008258e-23,0.52825361059509,0.827,0.727,2.67870922542592e-19
"Psap",1.14690527280313e-23,0.271695319995725,0.818,0.682,2.91566258452011e-19
"1700120C14Rik",4.46704599747921e-23,0.389916227812313,0.143,0.05,1.13561243347916e-18
"Syndig1",1.87706025848286e-22,0.372491837425453,0.659,0.526,4.77186258911513e-18
"Mest",6.73710898913021e-22,0.311744506379829,0.455,0.3,1.71270784721668e-17
"Gm15584",1.39282553108431e-21,0.291287769539629,0.273,0.148,3.54084106512252e-17
"Utp11",2.22681664604742e-21,0.525876362915595,0.317,0.188,5.66101327758174e-17
"Klhl3",2.24595077970759e-21,0.309299146637473,0.78,0.644,5.70965607217264e-17
"Cpne5",2.50912484993955e-21,0.42846612899516,0.423,0.259,6.37869719351633e-17
"Agap1",2.5587898753803e-21,0.274570405965593,0.829,0.703,6.50495562119179e-17
"Apbb2",3.10372075033383e-21,0.323529028487931,0.899,0.827,7.89027889149865e-17
"Gclc",3.88800035512099e-21,0.258007912913301,0.54,0.36,9.88407450278858e-17
"Sh3kbp1",6.58500732167922e-21,0.4780941598061,0.599,0.519,1.67404056131729e-16
"Serinc1",7.40757324181331e-21,0.270825247572948,0.775,0.635,1.88315326953378e-16
"Tmem117",8.81014967021772e-21,0.289955419791403,0.615,0.44,2.23971624916275e-16
"Pcnx",9.22368018499579e-21,0.329028101809885,0.788,0.672,2.34484397662963e-16
"Ak8",9.81214879150594e-21,0.421997580341592,0.114,0.034,2.49444446577664e-16
"Pdzrn3",1.35592641291434e-20,0.679738298175541,0.738,0.67,3.44703612691082e-16
"Trim2",1.4675837681961e-20,0.261219464715123,0.915,0.83,3.73089145550812e-16
"Dpy19l1",2.2720398712366e-20,0.252024696197312,0.663,0.492,5.77597976065769e-16
"Ppp4r4",1.22064715652062e-19,0.275763965962398,0.449,0.309,3.10312920130672e-15
"Copb1",1.40702475135828e-19,0.339707134701731,0.506,0.348,3.57693832290301e-15
"Shisa6",3.1541459371249e-19,0.425518874578364,0.363,0.234,8.01846980135893e-15
"Rgs17",3.53728193894227e-19,0.279397771315855,0.747,0.605,8.99247814517904e-15
"Epha10",4.14368154486414e-19,0.340889379841036,0.666,0.542,1.05340672233536e-14
"Slc1a2",1.26075850431758e-18,0.260011432077553,0.925,0.857,3.20510026967616e-14
"Cntnap5c",5.78590824170857e-18,0.341106609957272,0.386,0.246,1.47089359320715e-13
"Arfgef3",8.72991369203841e-18,0.268642563392348,0.901,0.825,2.21931865879001e-13
"Kctd8",9.52868912533216e-17,0.50416251048128,0.376,0.255,2.42238334944194e-12
"Fstl4",1.00877687732657e-16,0.586167311316765,0.792,0.757,2.5645125775396e-12
"Shoc1",4.40814708964125e-16,0.25579868811985,0.112,0.042,1.1206391531286e-11
"Kitl",4.66821993632284e-16,0.433845799049996,0.472,0.364,1.18675487221199e-11
"Armc9",5.34520053308299e-16,0.30152761233563,0.787,0.689,1.35885687952036e-11
"Nfkb1",2.61111299374614e-14,0.26648514590182,0.523,0.412,6.63797145270144e-10
"Tafa2",3.95901251757839e-14,0.317602644293287,0.79,0.683,1.00646016221878e-09
"Dnajc1",4.09868692508209e-14,0.251833459831174,0.943,0.905,1.04196819009437e-09
"Pam",4.45186685860518e-14,0.31734438204368,0.9,0.831,1.13175359279461e-09
"Mnat1",6.41878335633039e-14,1.68743041946232,0.668,0.581,1.63178310484631e-09
"Ano6",2.49880154254135e-13,0.321488471558419,0.637,0.526,6.35245328144863e-09
"Ptprg",2.7984791020547e-13,0.256239037061138,0.95,0.895,7.11429357324347e-09
"Agbl3",7.67006892359775e-13,0.302679446165214,0.141,0.071,1.94988492175702e-08
"Zdhhc14",1.01365556604142e-12,0.368132253020894,0.839,0.812,2.57691517999051e-08
"Ndst3",1.39342641747814e-12,0.381727889439424,0.683,0.564,3.54236863851292e-08
"Trpc6",1.89590294169373e-12,0.282209862752697,0.408,0.293,4.81976445837381e-08
"Sox5",4.82207529376565e-12,0.381044171271252,0.786,0.746,1.2258679811811e-07
"Me3",1.83446255384842e-11,0.258461544661214,0.839,0.742,4.66357070439345e-07
"Sorbs1",2.7221149260861e-11,0.305443850044037,0.863,0.828,6.92016056509609e-07
"Dock4",4.48119843160809e-11,0.329864319636534,0.905,0.87,1.13921026528341e-06
"Nav2",1.05573785137968e-10,0.267109021840656,0.979,0.979,2.68389676577743e-06
"Tafa1",2.42762282454583e-09,0.957668827092445,0.756,0.677,6.1715027445604e-05
"Rgl1",3.00223089490113e-09,0.340075971646977,0.775,0.699,7.63227138101766e-05
"Unc5d",8.85891128411818e-09,0.411435028558398,0.802,0.769,0.000225211242664852
"2410131K14Rik",2.90455719351341e-08,0.29641353704174,0.125,0.073,0.00073839652973498
"Cacna2d1",4.28412289396085e-07,0.380757584899172,0.992,0.991,0.0108910972210273
"Trhde",5.5262953663073e-07,0.284958063647783,0.665,0.584,0.0140489480802264
"Myo16",6.34518092425477e-07,0.522983046574333,0.568,0.51,0.0161307189456405
"Cdh11",1.55358408738954e-06,0.308550991054908,0.871,0.86,0.0394952146696168
